species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_AP017312_1_Aneurinibacillus_soli_DNA__complete_genome_BAC,4116770,26,45.87746,6.31563,3.13250,0.76091,24.90607
1_CP026973_1_Achromobacter_insolitus_strain_FDAARGOS_88_chromosome__complete_genome_BAC,6523893,41,65.15248,6.28459,4.93971,0.75717,24.78368
1_CP020925_1_Sphingobium_yanoikuyae_strain_SHJ_chromosome__complete_genome_BAC,5260163,33,64.37159,6.27357,3.97586,0.75584,24.74022
1_CP026562_1_Pseudomonas_avellanae_strain_R2leaf_chromosome__complete_genome_BAC,6242845,39,58.58582,6.24716,4.69874,0.75266,24.63604
1_CP010820_1_Lysinibacillus_fusiformis_strain_RB_21__complete_genome_BAC,4843789,30,37.61305,6.19350,3.61442,0.74620,24.42443
1_CP020809_1_Mycobacterium_dioxanotrophicus_strain_PH_06_chromosome__complete_genome_BAC,7595921,47,66.54500,6.18753,5.66259,0.74548,24.40091
1_CP001875_2_Pantoea_ananatis_LMG_20103__complete_genome_BAC,4703373,29,53.68264,6.16579,3.49394,0.74286,24.31517
1_CP016833_1_Xanthomonas_fragariae_isolate_Fap29_chromosome__complete_genome_BAC,4232633,26,62.30257,6.14275,3.13250,0.74008,24.22432
1_CP010799_2_Ralstonia_mannitolilytica_strain_SN82F48_chromosome_1__complete_sequence_BAC,3503899,21,65.42309,5.99332,2.53009,0.72208,23.63503
1_AM286415_1_Yersinia_enterocolitica_subsp__enterocolitica_8081_complete_genome_BAC,4615899,27,47.26529,5.84935,3.25298,0.70473,23.06725
1_CU207211_1_Herminiimonas_arsenicoxydans_chromosome__complete_sequence_BAC,3424307,20,54.28676,5.84059,2.40961,0.70368,23.03273
1_CP002877_1_Cupriavidus_necator_N_1_chromosome_1__complete_sequence_BAC,3872936,22,66.51125,5.68044,2.65057,0.68438,22.40116
1_AL646052_1_Ralstonia_solanacearum_GMI1000_chromosome_complete_sequence_BAC,3716413,21,67.05496,5.65061,2.53009,0.68079,22.28354
1_CP000542_1_Verminephrobacter_eiseniae_EF01_2__complete_genome_BAC,5566749,31,65.29164,5.56878,3.73490,0.67093,21.96082
1_CP003350_1_Frateuria_aurantia_DSM_6220__complete_genome_BAC,3603458,20,63.40933,5.55022,2.40961,0.66869,21.88763
1_CP006837_1_Lysinibacillus_varians_strain_GY32__complete_genome_BAC,4662822,25,37.17619,5.36156,3.01202,0.64596,21.14365
1_CP018866_1_Bacillus_cohnii_strain_DSM_6307_chromosome__complete_genome_BAC,4899141,26,36.12177,5.30705,3.13250,0.63940,20.92869
1_CP023965_1_Proteus_vulgaris_strain_FDAARGOS_366_chromosome__complete_genome_BAC,3961988,21,37.91647,5.30037,2.53009,0.63859,20.90232
1_CP002080_1_Acinetobacter_oleivorans_DR1__complete_genome_BAC,4152543,22,38.72348,5.29796,2.65057,0.63830,20.89283
1_CP013480_3_Pandoraea_norimbergensis_strain_DSM_11628__complete_genome_BAC,6167370,32,63.07092,5.18860,3.85538,0.62513,20.46155
1_CP023284_1_Variovorax_boronicumulans_strain_J1_chromosome__complete_genome_BAC,7137898,37,68.02817,5.18360,4.45778,0.62452,20.44183
1_CP007039_1_Pseudomonas_cichorii_JBC1__complete_genome_BAC,5986012,31,58.10106,5.17874,3.73490,0.62394,20.42268
1_CP015249_1_Dokdonella_koreensis_DS_123__complete_genome_BAC,4446619,23,70.39162,5.17247,2.77105,0.62318,20.39794
1_CP017715_1_Marinobacter_salinus_strain_Hb8_chromosome__complete_genome_BAC,4121005,21,55.90390,5.09585,2.53009,0.61395,20.09579
1_CP014947_1_Pseudomonas_koreensis_strain_D26__complete_genome_BAC,6301761,32,59.58482,5.07795,3.85538,0.61179,20.02519
1_CP012900_1_Stenotrophomonas_acidaminiphila_strain_ZAC14D2_NAIMI4_2__complete_genome_BAC,4138297,21,68.50880,5.07455,2.53009,0.61139,20.01179
1_CP000563_1_Shewanella_baltica_OS155__complete_genome_BAC,5127376,26,46.27474,5.07082,3.13250,0.61094,19.99707
CP017558.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1F__complete_sequence,4002965,20,49.15616,4.99630,2.40961,0.60196,19.70322
1_FN667741_1_Xenorhabdus_bovienii_SS_2004_chromosome__complete_genome_BAC,4225498,21,44.95608,4.96983,2.53009,0.59877,19.59881
1_CP006252_1_Serratia_liquefaciens_ATCC_27592__complete_genome_BAC,5238612,26,55.34579,4.96315,3.13250,0.59796,19.57248
1_CP001982_1_Bacillus_megaterium_DSM319__complete_genome_BAC,5097447,25,38.12320,4.90441,3.01202,0.59089,19.34085
1_CP006643_1_Bacillus_infantis_NRRL_B_14911__complete_genome_BAC,4884713,23,46.01898,4.70857,2.77105,0.56729,18.56853
1_HG322949_1_Janthinobacterium_agaricidamnosum_NBRC_102515___DSM_9628__complete_genome_BAC,5949001,28,61.06968,4.70667,3.37346,0.56706,18.56105
1_CP003466_1_Alcanivorax_dieselolei_B5__complete_genome_BAC,4928223,23,61.63721,4.66700,2.77105,0.56228,18.40459
1_AP008230_1_Desulfitobacterium_hafniense_Y51_DNA__complete_genome_BAC,5727534,26,47.35133,4.53948,3.13250,0.54692,17.90171
1_CP011974_1_Bacillus_filamentosus_strain_Hbe603__complete_genome_BAC,4865574,22,36.63717,4.52157,2.65057,0.54476,17.83107
1_CP016756_1_Stenotrophomonas_nitritireducens_strain_2001__complete_genome_BAC,4541729,20,63.84571,4.40361,2.40961,0.53055,17.36590
1_CP007626_1_Bacillus_pseudomycoides_strain_219298__complete_genome_BAC,5228024,23,35.79836,4.39937,2.77105,0.53004,17.34919
1_CP015506_1_Bacillus_oceanisediminis_2691_chromosome__complete_genome_BAC,5461741,24,41.23284,4.39420,2.89153,0.52942,17.32881
1_CP020814_1_Bacillus_krulwichiae_strain_AM31D_chromosome__complete_genome_BAC,4610863,20,38.15032,4.33759,2.40961,0.52259,17.10553
1_CP000817_1_Lysinibacillus_sphaericus_C3_41__complete_genome_BAC,4639821,20,37.28122,4.31051,2.40961,0.51933,16.99877
1_CP018049_1_Pseudomonas_orientalis_strain_F9__complete_genome_BAC,5986236,25,60.37583,4.17624,3.01202,0.50316,16.46927
1_CP007230_1_Yersinia_similis_strain_228__complete_genome_BAC,4903722,20,46.96209,4.07854,2.40961,0.49138,16.08395
1_CP017080_1_Bacillus_muralis_strain_G25_68_chromosome__complete_genome_BAC,4919373,20,42.36723,4.06556,2.40961,0.48982,16.03279
1_CP013861_1_Pseudomonas_fragi_strain_P121__complete_genome_BAC,5101809,20,58.63234,3.92018,2.40961,0.47231,15.45946
1_CP023778_1_Nocardia_terpenica_strain_NC_YFY_NT001_chromosome__complete_genome_BAC,8847159,34,68.49639,3.84304,4.09634,0.46301,15.15527
1_CP004045_1_Pseudomonas_poae_RE*1_1_14__complete_genome_BAC,5512241,20,60.85021,3.62829,2.40961,0.43714,14.30838
CP016233.1_Trichoderma_reesei_QM6a_chromosome_II__complete_sequence,6234656,22,51.35404,3.52866,2.65057,0.42514,13.91549
1_CP015600_1_Pseudomonas_antarctica_strain_PAMC_27494_chromosome__complete_genome_BAC,6441449,22,59.84708,3.41538,2.65057,0.41149,13.46876
1_CP014870_1_Pseudomonas_silesiensis_strain_A3__complete_genome_BAC,6823539,22,59.58325,3.22413,2.65057,0.38845,12.71456
1_CP022098_1_Cystobacter_fuscus_strain_DSM_52655_chromosome__complete_genome_BAC,12349744,39,68.50099,3.15796,4.69874,0.38047,12.45361
1_CP004025_1_Myxococcus_stipitatus_DSM_14675__complete_genome_BAC,10350586,32,69.20078,3.09161,3.85538,0.37248,12.19196
1_CP014546_1_Pseudomonas_azotoformans_strain_S4__complete_genome_BAC,6859618,21,60.31640,3.06139,2.53009,0.36884,12.07279
1_CP012400_2_Pseudomonas_yamanorum_strain_LBUM636_chromosome__complete_genome_BAC,6856835,20,60.61294,2.91680,2.40961,0.35142,11.50256
1_CP029425_1_Bradyrhizobium_ottawaense_strain_OO99_chromosome__complete_genome_BAC,8606328,22,63.84046,2.55626,2.65057,0.30798,10.08076
1_CP020563_1_Kitasatospora_albolonga_strain_YIM_101047_chromosome__complete_genome_BAC,8027788,20,72.00793,2.49135,2.40961,0.30016,9.82477
1_1_1_19,58617616,70,47.93865,1.19418,8.43364,0.14388,4.70932
1_1_1_3,198295559,167,39.66567,0.84218,20.12026,0.10147,3.32118
1_1_1_7,159345973,114,40.69748,0.71542,13.73479,0.08619,2.82132
1_1_1_12,133275309,91,40.76639,0.68280,10.96374,0.08226,2.69265
1_1_1_20,64444167,41,43.80472,0.63621,4.93971,0.07665,2.50893
1_1_1_8,145138636,92,40.15660,0.63388,11.08422,0.07637,2.49973
1_1_1_11,135086622,85,41.53981,0.62923,10.24085,0.07581,2.48139
1_1_1_6,170805979,104,39.60525,0.60888,12.52998,0.07336,2.40115
1_1_1_4,190214555,112,38.24347,0.58881,13.49383,0.07094,2.32200
1_1_1_1,248956422,145,41.72429,0.58243,17.46969,0.07017,2.29685
1_1_1_10,133797422,68,41.54154,0.50823,8.19268,0.06123,2.00424
1_1_1_17,83257441,42,45.31519,0.50446,5.06019,0.06078,1.98937
1_1_1_X,156040895,70,39.52503,0.44860,8.43364,0.05405,1.76908
1_1_1_14,107043718,46,40.83421,0.42973,5.54211,0.05177,1.69467
1_1_1_13,114364328,42,38.55031,0.36725,5.06019,0.04425,1.44826
1_1_1_18,80373285,29,39.77558,0.36082,3.49394,0.04347,1.42290
1_1_1_16,90338345,32,44.58444,0.35422,3.85538,0.04268,1.39690
1_1_1_2,242193529,79,40.22856,0.32619,9.51797,0.03930,1.28633
1_1_1_15,101991189,30,42.03484,0.29414,3.61442,0.03544,1.15997
1_1_1_5,181538259,52,39.50632,0.28644,6.26499,0.03451,1.12960
