species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_CP019044_1_Nitratireductor_basaltis_strain_RR3_28_chromosome__complete_genome_BAC,3357577,66,58.58899,19.65701,6.71568,2.00016,492.72974
1_CP023299_1_Pseudomonas_mosselii_strain_BS011_chromosome__complete_genome_BAC,5751088,113,64.35753,19.64845,11.49805,1.99928,492.51503
1_CP016028_1_Lactobacillus_curvatus_strain_FBA2__complete_genome_BAC,1848756,36,42.08083,19.47251,3.66310,1.98138,488.10491
1_CP016534_2_Planococcus_antarcticus_DSM_14505__complete_genome_BAC,3765545,73,43.22656,19.38633,7.42795,1.97261,485.94465
1_CP003403_1_Rahnella_aquatilis_HX2__complete_genome_BAC,4962173,96,52.18204,19.34637,9.76826,1.96854,484.94312
1_CP016539_2_Planococcus_plakortidis_strain_DSM_23997__complete_genome_BAC,3261818,63,49.96268,19.31437,6.41042,1.96529,484.14089
1_FP565176_1_Xanthomonas_albilineans_GPE_PC73_complete_genome_BAC,3768695,72,62.98558,19.10473,7.32619,1.94396,478.88600
1_CP003350_1_Frateuria_aurantia_DSM_6220__complete_genome_BAC,3603458,67,63.40933,18.59324,6.81743,1.89191,466.06480
CP015058.1_Kluyveromyces_marxianus_strain_FIM1_chromosome_5,1351113,25,39.92826,18.50330,2.54382,1.88276,463.81043
1_FN995097_1_Neisseria_lactamica_020_06_complete_genome_BAC,2220606,41,52.26733,18.46340,4.17186,1.87870,462.81004
1_CP021111_1_Bordetella_genomosp__13_strain_AU7206_chromosome__complete_genome_BAC,5380929,99,67.56118,18.39831,10.07352,1.87208,461.17851
1_CP009781_1_Yersinia_aldovae_670_83__complete_genome_BAC,4471090,82,47.67993,18.34005,8.34372,1.86615,459.71815
1_CP013252_1_Clostridium_butyricum_strain_KNU_L09_chromosome_1__complete_sequence_BAC,3824894,70,28.82983,18.30118,7.12269,1.86219,458.74390
1_CP017687_1_Pseudomonas_lundensis_strain_AU1044_chromosome__complete_genome_BAC,4814265,88,58.68468,18.27903,8.95424,1.85994,458.18866
1_CP007445_1_Gilliamella_apicola_strain_wkB1__complete_genome_BAC,3139412,57,33.60742,18.15628,5.79990,1.84745,455.11173
1_CP020925_1_Sphingobium_yanoikuyae_strain_SHJ_chromosome__complete_genome_BAC,5260163,94,64.37159,17.87018,9.56475,1.81834,447.94027
1_CP019948_1_Methylocystis_bryophila_strain_S285_chromosome__complete_genome_BAC,4532950,81,63.23796,17.86916,8.24197,1.81823,447.91468
1_FN666575_1_Erwinia_amylovora_ATCC_49946_chromosomal_sequence_BAC,3805874,67,53.59116,17.60438,6.81743,1.79129,441.27778
1_AP014808_1_Lactobacillus_acetotolerans_DNA__complete_genome__strain__NBRC_13120_BAC,1704859,30,36.71391,17.59675,3.05258,1.79052,441.08648
CP021243.1_Kluyveromyces_lactis_strain_GG799_chromosome_E__complete_sequence,2217437,39,38.87529,17.58785,3.96835,1.78961,440.86329
1_CP018839_1_Thauera_chlorobenzoica_strain_3CB1_chromosome__complete_genome_BAC,3735506,65,67.31262,17.40057,6.61392,1.77056,436.16887
1_CP014671_1_Immundisolibacter_cernigliae_strain_TR3_2__complete_genome_BAC,3243537,56,67.81652,17.26509,5.69815,1.75677,432.77282
1_AM181176_4_Pseudomonas_fluorescens_SBW25_complete_genome_BAC,6722539,116,60.50635,17.25538,11.80331,1.75578,432.52957
1_CP017707_1_Chromobacterium_vaccinii_strain_21_1_chromosome__complete_genome_BAC,5041230,86,64.28414,17.05933,8.75073,1.73583,427.61521
1_AP007255_1_Magnetospirillum_magneticum_AMB_1_DNA__complete_genome_BAC,4967148,84,65.10958,16.91111,8.54723,1.72075,423.89981
1_CP000020_2_Vibrio_fischeri_ES114_chromosome_I__complete_sequence_BAC,2897536,49,38.94663,16.91090,4.98588,1.72073,423.89456
1_CP002287_1_Achromobacter_xylosoxidans_A8__complete_genome_BAC,7013095,118,66.00087,16.82565,12.00682,1.71206,421.75786
1_CP015378_1_Fictibacillus_phosphorivorans_strain_G25_29_chromosome__complete_genome_BAC,4230665,70,39.33394,16.54588,7.12269,1.68359,414.74497
AP014603.1_Kluyveromyces_marxianus_DNA__chromosome_5__complete_genome__strain:_NBRC_1777,1351988,22,39.95953,16.27231,2.23856,1.65575,407.88751
1_CP008849_1_Alteromonas_australica_strain_H_17__complete_genome_BAC,4308833,70,44.92627,16.24571,7.12269,1.65304,407.22074
1_CP013141_1_Lysobacter_antibioticus_strain_ATCC_29479_genome_BAC,5765176,92,66.84009,15.95787,9.36125,1.62376,400.00569
1_CP000512_1_Acidovorax_citrulli_AAC00_1__complete_genome_BAC,5352772,85,68.55272,15.87963,8.64898,1.61579,398.04443
CP019493.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_4_sequence,1516135,24,42.72016,15.82967,2.44206,1.61072,396.79222
1_CP014699_1_Streptococcus_pantholopis_strain_TA_26__complete_genome_BAC,2241302,35,41.96501,15.61594,3.56134,1.58896,391.43464
1_HE613569_1_Streptococcus_macedonicus_ACA_DC_198_main_chromosome_complete_genome_BAC,2130034,33,37.62431,15.49274,3.35784,1.57643,388.34653
1_CP015750_1_Pectobacterium_wasabiae_CFBP_3304__complete_genome_BAC,5043228,78,50.54124,15.46628,7.93671,1.57374,387.68325
1_CP017702_1_Lactobacillus_farciminis_KCTC_3681___DSM_20184__complete_genome_BAC,2551839,39,36.43089,15.28309,3.96835,1.55510,383.09138
1_CP016928_1_Dickeya_solani_RNS_08_23_3_1_A_chromosome__complete_genome_BAC,4922468,75,56.24968,15.23625,7.63145,1.55033,381.91735
1_CR767821_1_Ehrlichia_ruminantium_strain_Welgevonden__complete_genome_BAC,1516355,23,27.47506,15.16790,2.34031,1.54338,380.20404
1_CP002175_1_Halanaerobium_praevalens_DSM_2228__complete_genome_BAC,2309262,35,30.28047,15.15637,3.56134,1.54220,379.91498
1_CP012502_1_Bacillus_beveridgei_strain_MLTeJB__complete_genome_BAC,3582268,54,46.06455,15.07424,5.49465,1.53385,377.85629
1_CP018796_1_Lactobacillus_parabuchneri_strain_FAM21731__complete_genome_BAC,2600578,39,43.56997,14.99665,3.96835,1.52595,375.91149
CR382125.1_Kluyveromyces_lactis_strain_NRRL_Y_1140_chromosome_E_complete_sequence,2234072,33,38.87351,14.77125,3.35784,1.50301,370.26134
1_CP017476_1_Hydrogenophaga_crassostreae_strain_LPB0072_chromosome__complete_genome_BAC,4944132,73,61.30839,14.76498,7.42795,1.50238,370.10435
1_CP002877_1_Cupriavidus_necator_N_1_chromosome_1__complete_sequence_BAC,3872936,57,66.51125,14.71750,5.79990,1.49755,368.91413
1_CP015249_1_Dokdonella_koreensis_DS_123__complete_genome_BAC,4446619,65,70.39162,14.61784,6.61392,1.48741,366.41610
CP014502.1_Sugiyamaella_lignohabitans_strain_CBS_10342_chromosome_D__complete_sequence,2277569,33,45.92212,14.48913,3.35784,1.47431,363.18961
1_CP003470_1_Rhodanobacter_denitrificans_strain_2APBS1__complete_genome_BAC,4225490,59,67.48251,13.96288,6.00341,1.42076,349.99847
1_CP001982_1_Bacillus_megaterium_DSM319__complete_genome_BAC,5097447,69,38.12320,13.53618,7.02094,1.37734,339.30271
1_CP011975_1_Yersinia_aleksiciae_strain_159__complete_genome_BAC,4000307,54,49.02835,13.49895,5.49465,1.37356,338.36959
1_CP009460_1_Dickeya_fangzhongdai_strain_ND14b_chromosome__complete_genome_BAC,5052868,68,56.85926,13.45770,6.91918,1.36936,337.33546
1_CP004387_1_Alcanivorax_pacificus_W11_5__complete_genome_BAC,4168427,56,62.60676,13.43431,5.69815,1.36698,336.74932
1_CP002160_1_Clostridium_cellulovorans_743B__complete_genome_BAC,5262222,70,31.20594,13.30237,7.12269,1.35355,333.44196
1_CP010311_1_Geoalkalibacter_subterraneus_strain_Red1__complete_genome_BAC,3475523,46,57.04150,13.23543,4.68062,1.34674,331.76399
1_CP003466_1_Alcanivorax_dieselolei_B5__complete_genome_BAC,4928223,63,61.63721,12.78352,6.41042,1.30076,320.43627
1_AP014940_1_Lysobacter_enzymogenes_DNA__complete_genome__strain__M497_1_BAC,6096022,77,69.39350,12.63119,7.83496,1.28526,316.61796
1_CP003326_1_Gottschalkia_acidurici_9a_chromosome__complete_genome_BAC,3105335,39,29.92947,12.55901,3.96835,1.27792,314.80865
1_CP003697_1_Corynebacterium_halotolerans_YIM_70093___DSM_44683__complete_genome_BAC,3135752,39,68.46113,12.43722,3.96835,1.26552,311.75569
1_CP012920_1_Lactobacillus_kunkeei_strain_MP2__complete_genome_BAC,1614522,20,36.85984,12.38758,2.03505,1.26047,310.51156
1_CP003056_1_Bacillus_coagulans_36D1__complete_genome_BAC,3552226,44,46.47601,12.38659,4.47712,1.26037,310.48656
1_CP013398_1_Burkholderia_seminalis_strain_FL_5_4_10_S1_D7_chromosome_1__complete_sequence_BAC,3505262,43,67.13989,12.26728,4.37537,1.24823,307.49597
CR382124.1_Kluyveromyces_lactis_strain_NRRL_Y_1140_chromosome_D_complete_sequence,1715506,21,38.94123,12.24126,2.13681,1.24558,306.84373
1_CP018622_1_Virgibacillus_dokdonensis_strain_21D_chromosome__complete_genome_BAC,4263520,52,36.57688,12.19649,5.29114,1.24103,305.72169
1_CP000681_1_Shewanella_putrefaciens_CN_32__complete_genome_BAC,4659220,56,44.44215,12.01918,5.69815,1.22298,301.27703
1_CP012400_2_Pseudomonas_yamanorum_strain_LBUM636_chromosome__complete_genome_BAC,6856835,82,60.61294,11.95886,8.34372,1.21685,299.76508
1_CP014835_1_Streptococcus_halotolerans_strain_HTS9_chromosome__complete_genome_BAC,2182100,26,39.24181,11.91513,2.64557,1.21240,298.66883
CP019490.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_1__complete_sequence,2110500,25,42.29237,11.84553,2.54382,1.20531,296.92438
1_CP014806_1_Rummeliibacillus_stabekisii_strain_PP9_chromosome__complete_genome_BAC,3412092,40,37.64576,11.72302,4.07011,1.19285,293.85340
1_CP001657_1_Pectobacterium_carotovorum_subsp__carotovorum_PC1__complete_genome_BAC,4862913,57,51.92073,11.72138,5.79990,1.19268,293.81220
1_CP000720_1_Yersinia_pseudotuberculosis_IP_31758__complete_genome_BAC,4723306,54,47.52836,11.43266,5.49465,1.16330,286.57514
1_AP017312_1_Aneurinibacillus_soli_DNA__complete_genome_BAC,4116770,47,45.87746,11.41672,4.78238,1.16168,286.17551
1_CP016878_1_Xanthomonas_hortorum_strain_B07_007_chromosome__complete_genome_BAC,5175249,59,63.69196,11.40042,6.00341,1.16002,285.76688
1_CP017886_1_Pseudomonas_frederiksbergensis_strain_ERDD5_01_chromosome__complete_genome_BAC,5747498,65,58.72642,11.30926,6.61392,1.15075,283.48206
1_FO704551_1_Xenorhabdus_poinarii_str__G6_chromosome__complete_genome_BAC,3659523,41,44.53690,11.20366,4.17186,1.14000,280.83481
1_CP018725_1_Xanthomonas_vesicatoria_ATCC_35937_strain_LMG911_chromosome__complete_genome_BAC,5110163,57,64.27367,11.15425,5.79990,1.13497,279.59639
1_AP012320_1_Rubrivivax_gelatinosus_IL144_DNA__complete_genome_BAC,5043253,56,71.27454,11.10395,5.69815,1.12986,278.33559
1_CP002512_1_Aerococcus_urinae_ACS_120_V_Col10a__complete_genome_BAC,2080974,23,41.87624,11.05254,2.34031,1.12462,277.04686
1_CP015579_1_Tatumella_citrea_strain_DSM_13699_chromosome__complete_genome_BAC,4487466,49,49.71317,10.91929,4.98588,1.11107,273.70689
1_AE015928_1_Bacteroides_thetaiotaomicron_VPI_5482__complete_genome_BAC,6260361,68,42.82929,10.86200,6.91918,1.10524,272.27064
1_CP018845_1_Herbaspirillum_robiniae_strain_AA6_chromosome__complete_genome_BAC,5445269,59,65.10945,10.83509,6.00341,1.10250,271.59627
1_CP020121_1_Comamonas_kerstersii_strain_8943_chromosome__complete_genome_BAC,3547915,38,59.63031,10.71050,3.86660,1.08982,268.47323
1_CP020026_1_Rhodocyclaceae_bacterium_strain_Thauera_like_chromosome__complete_genome_BAC,3192379,34,63.78680,10.65036,3.45959,1.08370,266.96575
1_CP015756_1_Clostridium_estertheticum_subsp__estertheticum_strain_DSM_8809__complete_genome_BAC,4760574,50,30.91221,10.50294,5.08763,1.06870,263.27054
1_CP002431_1_Desulfovibrio_aespoeensis_Aspo_2__complete_genome_BAC,3629109,38,62.56466,10.47089,3.86660,1.06544,262.46698
1_CP014474_1_Serratia_rubidaea_strain_1122__complete_genome_BAC,4922834,51,59.20143,10.35989,5.18939,1.05415,259.68481
1_FN869568_2_Halomonas_elongata_DSM_2581__complete_genome_BAC,4061825,42,63.61926,10.34019,4.27361,1.05214,259.19094
1_AM747720_1_Burkholderia_cenocepacia_J2315_chromosome_1__complete_genome_BAC,3870082,40,66.70593,10.33570,4.07011,1.05169,259.07843
1_CP021646_1_Pseudoalteromonas_piscicida_strain_DE2_B_chromosome_1__complete_sequence_BAC,4128210,42,43.59327,10.17390,4.27361,1.03522,255.02263
1_CP015583_1_Roseomonas_gilardii_strain_U14_5_chromosome_1__complete_sequence_BAC,4328147,44,70.71567,10.16601,4.47712,1.03442,254.82473
1_CP017080_1_Bacillus_muralis_strain_G25_68_chromosome__complete_genome_BAC,4919373,50,42.36723,10.16390,5.08763,1.03420,254.77202
1_CP018786_1_Chryseobacterium_indologenes_strain_AA5_chromosome__complete_genome_BAC,5314748,54,35.87281,10.16040,5.49465,1.03385,254.68427
1_CP016766_1_Lactobacillus_agilis_strain_La3__complete_genome_BAC,2187209,22,41.56786,10.05848,2.23856,1.02348,252.12935
1_CP007039_1_Pseudomonas_cichorii_JBC1__complete_genome_BAC,5986012,60,58.10106,10.02337,6.10516,1.01990,251.24939
1_CP011254_1_Serratia_fonticola_strain_DSM_4576__complete_genome_BAC,6000511,60,53.60315,9.99915,6.10516,1.01744,250.64226
1_CP001875_2_Pantoea_ananatis_LMG_20103__complete_genome_BAC,4703373,47,53.68264,9.99283,4.78238,1.01680,250.48396
1_AP012292_1_Selenomonas_ruminantium_subsp__lactilytica_TAM6421_DNA__complete_genome_BAC,3003680,30,50.67099,9.98775,3.05258,1.01628,250.35646
1_CP023392_1_Lactococcus_raffinolactis_strain_WiKim0068_chromosome__complete_genome_BAC,2217417,22,39.90239,9.92144,2.23856,1.00953,248.69436
1_CP011008_1_Bacillus_simplex_strain_SH_B26__complete_genome_BAC,5345500,53,39.86483,9.91488,5.39289,1.00887,248.52996
1_CP016790_1_Bacillus_flexus_strain_KLBMP_4941_chromosome__complete_genome_BAC,3960308,39,38.08680,9.84771,3.96835,1.00203,246.84631
1_AP008232_1_Sodalis_glossinidius_str__'morsitans'_DNA__complete_genome_BAC,4171146,41,54.69362,9.82942,4.17186,1.00017,246.38783
1_CP006250_1_Serratia_plymuthica_4Rx13__complete_genome_BAC,5328010,52,56.24074,9.75974,5.29114,0.99308,244.64116
1_CP000724_1_Alkaliphilus_metalliredigens_QYMF__complete_genome_BAC,4929566,48,36.81633,9.73716,4.88413,0.99078,244.07506
1_CP000230_1_Rhodospirillum_rubrum_ATCC_11170__complete_genome_BAC,4352825,42,65.46894,9.64892,4.27361,0.98180,241.86320
1_CP017415_1_Acidihalobacter_prosperus_strain_F5_chromosome__complete_genome_BAC,3566941,34,59.91074,9.53198,3.45959,0.96990,238.93200
1_CP013378_1_Burkholderia_pseudomultivorans_strain_SUB_INT23_BP2_chromosome_1__complete_sequence_BAC,4849929,46,67.35001,9.48467,4.68062,0.96509,237.74619
1_CP014262_1_Pseudomonas_corrugata_strain_RM1_1_4__complete_genome_BAC,6124363,58,60.66265,9.47038,5.90166,0.96364,237.38785
1_CP002446_1_Pseudoxanthomonas_suwonensis_11_1__complete_genome_BAC,3419049,32,70.24180,9.35932,3.25609,0.95234,234.60417
1_CP018728_1_Xanthomonas_gardneri_strain_JS749_3_chromosome__complete_genome_BAC,5158913,48,63.70042,9.30429,4.88413,0.94674,233.22467
1_CP007739_1_Bacillus_methanolicus_MGA3__complete_genome_BAC,3337035,31,38.64832,9.28967,3.15433,0.94525,232.85818
1_CP015108_1_Sporosarcina_ureae_strain_S204__complete_genome_BAC,3362333,31,41.50514,9.21980,3.15433,0.93814,231.10672
1_CP021323_1_Kushneria_konosiri_strain_X49__complete_genome_BAC,3584631,33,59.10170,9.20597,3.35784,0.93673,230.76015
1_CP010518_4_Pandoraea_apista_strain_TF81F4__complete_genome_BAC,5582097,51,62.65255,9.13635,5.18939,0.92965,229.01492
1_CP003488_1_Providencia_stuartii_MRSN_2154__complete_genome_BAC,4402109,39,41.25817,8.85939,3.96835,0.90147,222.07257
1_CP013366_1_Burkholderia_territorii_strain_RF8_non_BP5_chromosome_1__complete_sequence_BAC,3421021,30,66.69130,8.76931,3.05258,0.89230,219.81476
1_CP011117_2_Pseudomonas_synxantha_strain_LBUM223_chromosome__complete_genome_BAC,6690033,58,59.43027,8.66962,5.90166,0.88216,217.31572
1_CP001607_1_Aggregatibacter_aphrophilus_NJ8700__complete_genome_BAC,2313035,20,42.22485,8.64663,2.03505,0.87982,216.73950
1_CP000462_1_Aeromonas_hydrophila_subsp__hydrophila_ATCC_7966__complete_genome_BAC,4744448,41,61.55322,8.64168,4.17186,0.87931,216.61533
1_AM942759_1_Proteus_mirabilis_strain_HI4320__complete_genome_BAC,4063606,35,38.89244,8.61303,3.56134,0.87640,215.89731
1_CP006569_1_Sodalis_praecaptivus_strain_HS1__complete_genome_BAC,4709528,40,57.46935,8.49342,4.07011,0.86423,212.89900
1_CP010516_1_Cupriavidus_gilardii_CR3_chromosome_1__complete_sequence_BAC,3539530,30,67.43164,8.47570,3.05258,0.86243,212.45496
1_CP007031_1_Marichromatium_purpuratum_984__complete_genome_BAC,3779112,32,67.90878,8.46760,3.25609,0.86160,212.25193
1_CP009364_1_Yersinia_frederiksenii_Y225__complete_genome_BAC,4495532,38,47.39326,8.45284,3.86660,0.86010,211.88192
1_CP009997_1_Yersinia_kristensenii_strain_Y231__complete_genome_BAC,4496569,38,47.39411,8.45089,3.86660,0.85990,211.83292
1_AP018052_1_Thiohalobacter_thiocyanaticus_DNA__complete_genome__strain__FOKN1_BAC,3233441,27,64.26694,8.35024,2.74732,0.84966,209.31009
1_CP023965_1_Proteus_vulgaris_strain_FDAARGOS_366_chromosome__complete_genome_BAC,3961988,33,37.91647,8.32915,3.35784,0.84751,208.78138
1_CP017703_1_Aeribacillus_pallidus_strain_KCTC3564__complete_genome_BAC,4089457,34,39.30829,8.31406,3.45959,0.84598,208.40309
1_CP012024_1_Bacillus_smithii_strain_DSM_4216__complete_genome_BAC,3368778,28,40.76308,8.31161,2.84908,0.84573,208.34189
1_CP010896_1_Pseudomonas_simiae_strain_PCL1751__complete_genome_BAC,6143950,50,60.36048,8.13809,5.08763,0.82807,203.99219
1_CP034649_1_Xanthomonas_vasicola_strain_NCPPB_1060_chromosome__complete_genome_BAC,4975046,40,63.28707,8.04012,4.07011,0.81810,201.53652
1_CP020814_1_Bacillus_krulwichiae_strain_AM31D_chromosome__complete_genome_BAC,4610863,37,38.15032,8.02453,3.76485,0.81652,201.14581
1_HE717023_1_Halobacillus_halophilus_DSM_2266_complete_genome_BAC,4150632,33,41.81194,7.95060,3.35784,0.80899,199.29258
1_HG322949_1_Janthinobacterium_agaricidamnosum_NBRC_102515___DSM_9628__complete_genome_BAC,5949001,47,61.06968,7.90049,4.78238,0.80390,198.03643
1_CP018049_1_Pseudomonas_orientalis_strain_F9__complete_genome_BAC,5986236,47,60.37583,7.85134,4.78238,0.79890,196.80446
1_CP022423_1_Vitreoscilla_filiformis_strain_ATCC_15551_chromosome__complete_genome_BAC,3464895,27,63.49682,7.79243,2.74732,0.79290,195.32789
1_CP031716_1_Acinetobacter_wuhouensis_strain_WCHA60_chromosome__complete_genome_BAC,3851088,30,38.25792,7.79000,3.05258,0.79265,195.26697
1_CP025030_1_Achromobacter_spanius_strain_DSM_23806_chromosome__complete_genome_BAC,6425783,50,64.26749,7.78116,5.08763,0.79175,195.04524
1_CP015775_1_Ochrobactrum_pseudogrignonense_strain_K8_chromosome_1__complete_sequence_BAC,3950556,30,53.40190,7.59386,3.05258,0.77270,190.35040
1_FQ859183_1_Flavobacterium_branchiophilum_FL_15__complete_genome_BAC,3559884,27,32.85268,7.58453,2.74732,0.77174,190.11641
1_CP007155_1_Kutzneria_albida_DSM_43870__complete_genome_BAC,9874926,74,70.62154,7.49372,7.52970,0.76251,187.84036
1_CP014342_1_Geobacillus_subterraneus_strain_KCTC_3922__complete_genome_BAC,3474426,26,52.18324,7.48324,2.64557,0.76144,187.57761
1_CP018467_1_Xanthomonas_euvesicatoria_strain_LMG930_chromosome__complete_genome_BAC,5079107,38,64.72932,7.48163,3.86660,0.76128,187.53710
1_BA000028_3_Oceanobacillus_iheyensis_HTE831_DNA__complete_genome_BAC,3630528,27,35.67107,7.43693,2.74732,0.75673,186.41675
1_CP001965_1_Sideroxydans_lithotrophicus_ES_1__complete_genome_BAC,3003656,22,57.53757,7.32440,2.23856,0.74528,183.59596
1_CP006863_1_Bacillus_toyonensis_BCT_7112__complete_genome_BAC,4940474,36,35.59701,7.28676,3.66310,0.74145,182.65242
1_CP002580_1_Burkholderia_plantarii_strain_PG1_chromosome_1__complete_sequence_BAC,4163767,30,68.38940,7.20501,3.05258,0.73313,180.60332
1_CP019401_1_Planococcus_faecalis_strain_AJ003_chromosome__complete_genome_BAC,3495892,25,40.90131,7.15125,2.54382,0.72766,179.25590
1_CP001968_1_Denitrovibrio_acetiphilus_DSM_12809__complete_genome_BAC,3222077,23,42.52859,7.13825,2.34031,0.72634,178.92982
1_CP011131_1_Lysobacter_gummosus_strain_3_2_11__complete_genome_BAC,6056618,43,66.55661,7.09967,4.37537,0.72241,177.96284
1_CP005960_1_Pseudomonas_mandelii_JR_1__complete_genome_BAC,6778052,48,59.24012,7.08168,4.88413,0.72058,177.51198
1_CP020382_1_Rhodothermaceae_bacterium_RA_chromosome__complete_genome_BAC,4653222,32,68.28059,6.87696,3.25609,0.69975,172.38029
1_CP006643_1_Bacillus_infantis_NRRL_B_14911__complete_genome_BAC,4884713,33,46.01898,6.75577,3.35784,0.68742,169.34265
1_CP013923_1_Achromobacter_denitrificans_strain_USDA_ARS_USMARC_56712__complete_genome_BAC,6226215,42,67.89415,6.74567,4.27361,0.68639,169.08927
1_CP000154_2_Paenibacillus_polymyxa_E681__complete_genome_BAC,5394883,36,45.77873,6.67299,3.66310,0.67899,167.26764
1_CP013861_1_Pseudomonas_fragi_strain_P121__complete_genome_BAC,5101809,34,58.63234,6.66430,3.45959,0.67811,167.04976
1_CP011512_1_Paenibacillus_peoriae_strain_HS311__complete_genome_BAC,6006533,40,45.70813,6.65942,4.07011,0.67761,166.92737
1_CP016833_1_Xanthomonas_fragariae_isolate_Fap29_chromosome__complete_genome_BAC,4232633,28,62.30257,6.61527,2.84908,0.67312,165.82077
1_CP014646_1_Thauera_humireducens_strain_SgZ_1__complete_genome_BAC,4171754,27,66.44487,6.47210,2.74732,0.65855,162.23207
1_CP002206_1_Pantoea_vagans_C9_1__complete_genome_BAC,4024986,26,55.54114,6.45964,2.64557,0.65729,161.91972
1_CP026562_1_Pseudomonas_avellanae_strain_R2leaf_chromosome__complete_genome_BAC,6242845,40,58.58582,6.40734,4.07011,0.65196,160.60867
1_CP001503_2_Burkholderia_glumae_BGR1_chromosome_1__complete_sequence_BAC,3906507,25,68.14529,6.39957,2.54382,0.65117,160.41400
1_CP001025_1_Burkholderia_ambifaria_MC40_6_chromosome_1__complete_sequence_BAC,3443583,22,66.92570,6.38870,2.23856,0.65007,160.14143
1_CP009896_1_Pimelobacter_simplex_strain_VKM_Ac_2033D__complete_genome_BAC,5637360,36,72.88657,6.38597,3.66310,0.64979,160.07295
1_CP013661_2_Planococcus_kocurii_strain_ATCC_43650__complete_genome_BAC,3472056,22,40.90789,6.33630,2.23856,0.64474,158.82785
1_CP020000_1_Acinetobacter_calcoaceticus_strain_CA16__complete_genome_BAC,4110074,26,38.71687,6.32593,2.64557,0.64368,158.56792
1_AE017355_1_Bacillus_thuringiensis_serovar_konkukian_str__97_27__complete_genome_BAC,5237682,33,35.39850,6.30050,3.35784,0.64109,157.93056
1_CP010820_1_Lysinibacillus_fusiformis_strain_RB_21__complete_genome_BAC,4843789,30,37.61305,6.19350,3.05258,0.63021,155.24841
1_CP020809_1_Mycobacterium_dioxanotrophicus_strain_PH_06_chromosome__complete_genome_BAC,7595921,47,66.54500,6.18753,4.78238,0.62960,155.09889
1_CP000270_1_Paraburkholderia_xenovorans_LB400_chromosome_1__complete_sequence_BAC,4895836,30,62.76358,6.12765,3.05258,0.62351,153.59789
1_AE013598_1_Xanthomonas_oryzae_pv__oryzae_KACC_10331__complete_genome_BAC,4941439,30,63.70145,6.07110,3.05258,0.61775,152.18048
CP014503.1_Sugiyamaella_lignohabitans_strain_CBS_10342_chromosome_B__complete_sequence,4956242,30,43.94657,6.05298,3.05258,0.61591,151.72604
1_CP002080_1_Acinetobacter_oleivorans_DR1__complete_genome_BAC,4152543,25,38.72348,6.02041,2.54382,0.61259,150.90978
1_CP004045_1_Pseudomonas_poae_RE*1_1_14__complete_genome_BAC,5512241,33,60.85021,5.98668,3.35784,0.60916,150.06418
1_CP014870_1_Pseudomonas_silesiensis_strain_A3__complete_genome_BAC,6823539,40,59.58325,5.86206,4.07011,0.59648,146.94048
1_CP013068_1_Pannonibacter_phragmitetus_strain_31801__complete_genome_BAC,5318696,31,63.34515,5.82849,3.15433,0.59307,146.09906
1_CP006837_1_Lysinibacillus_varians_strain_GY32__complete_genome_BAC,4662822,27,37.17619,5.79049,2.74732,0.58920,145.14642
1_CP011130_1_Lysobacter_capsici_strain_55__complete_genome_BAC,6391889,37,66.64266,5.78859,3.76485,0.58900,145.09874
1_AM286415_1_Yersinia_enterocolitica_subsp__enterocolitica_8081_complete_genome_BAC,4615899,26,47.26529,5.63270,2.64557,0.57314,141.19137
1_CP006252_1_Serratia_liquefaciens_ATCC_27592__complete_genome_BAC,5238612,29,55.34579,5.53582,2.95083,0.56328,138.76283
1_CP016761_1_Fictibacillus_arsenicus_strain_G25_54_chromosome__complete_genome_BAC,4055461,22,39.66319,5.42479,2.23856,0.55199,135.97960
1_CP013480_3_Pandoraea_norimbergensis_strain_DSM_11628__complete_genome_BAC,6167370,33,63.07092,5.35074,3.35784,0.54445,134.12358
1_CP000563_1_Shewanella_baltica_OS155__complete_genome_BAC,5127376,27,46.27474,5.26585,2.74732,0.53581,131.99560
1_AE008923_1_Xanthomonas_axonopodis_pv__citri_str__306__complete_genome_BAC,5175554,27,64.78524,5.21684,2.74732,0.53083,130.76709
1_CP019240_1_Rhodoferax_antarcticus_strain_DSM_24876__complete_genome_BAC,3916274,20,59.04028,5.10690,2.03505,0.51964,128.01138
1_CP018866_1_Bacillus_cohnii_strain_DSM_6307_chromosome__complete_genome_BAC,4899141,25,36.12177,5.10294,2.54382,0.51924,127.91202
1_CP017715_1_Marinobacter_salinus_strain_Hb8_chromosome__complete_genome_BAC,4121005,21,55.90390,5.09585,2.13681,0.51852,127.73440
1_CP022657_1_Tumebacillus_algifaecis_strain_THMBR28_chromosome__complete_genome_BAC,4516965,23,53.01380,5.09192,2.34031,0.51812,127.63589
1_CP008726_1_Burkholderia_oklahomensis_strain_EO147_chromosome_1__complete_sequence_BAC,4192008,21,66.92277,5.00953,2.13681,0.50973,125.57066
1_CP010310_2_Pandoraea_pulmonicola_strain_DSM_16583__complete_genome_BAC,5867621,29,64.30770,4.94238,2.95083,0.50290,123.88742
1_CP020880_1_Bacillus_horikoshii_strain_20a_chromosome__complete_genome_BAC,4277585,21,40.57723,4.90932,2.13681,0.49954,123.05871
